text
DOH says New Clark City will serve as quarantine area for repatriated Filipinos from China. #coronavirus #nCoV (via @rapplerdotcom)
"Mnuchin- #coronavirus could impact the world economy, supply chains. We will know more next week. We will know more… https://t.co/aT9EiVMedO"
"#African countries free of #coronavirus is the joke of the millennia!

#who @WHO"
Being pro active #coronavirus https://t.co/Oa6as3Wt1j
Is the #corononavirus same as #coronavirus?🤔 did it mutate already?
"2 #newborns among 28,000 #coronavirus cases as death toll tops 550  https://t.co/6Q0wGmyS7V (via @ABC)"
#London | Formula One would seek to reschedule the Chinese Grand Prix if it has to be postponed due to the… https://t.co/tI6BXpr2pC
"Were there also such ridiculous discriminations to Asian people in the case of SARS?
#CoronaVirus #Europe #SARS"
I've been wondering what kind of #coronavirus baby boom we are going to see in China...on top of the usual Spring F… https://t.co/GXR8SOdJxv
We've not seen big issues with supply chains due to the #Coronavirus says #US's Mnuchin: We'll have a better idea i… https://t.co/vdPDM9hTjF
#Wuhan city is being disinfected several times a day to ensure a #coronavirus free environment for the people!… https://t.co/47KVahFt2I
Just saw this in Facebook hahahaha #chineseaching #ncov #coronavirus https://t.co/QumJ508mRn
Why is it taking the government so long to catch up with everyone who came back through customs from China?  Let’s… https://t.co/cpdmcolbH7
@SenTomCotton How would your country be like if there is no free speech? Look at #WuhanPneumonia and you will find… https://t.co/leeZxarLht
"@colbycosh Two Canadians among more than 2,000 passengers stranded on a virus-hit cruise ship off the coast of Japa… https://t.co/UZTMhAaoo4"
[BREAKING NEWS ALERT]DOH: There are now 45 OFWs who have volunteered for repatriation. #nCoV #coronavirus (via @rapplerdotcom)
Just watched get rich or die trying movie for the first time 😂😂😂😂Please laugh at me 😂😂😂. Hats of to @50cent though.… https://t.co/UUjlcbNsP3
"-What is #coronavirus and how worried should we be?
-The virus causes pneumonia. Those who have fallen ill are repo… https://t.co/DUwXtkoSG9"
"FAKE NEWS ALERT!! 🚨
:Bizzle Osikoya, a Nigerian talent developer, entertainment consultant and digital marketer mad… https://t.co/AwkbrkSSj9"
“I have seen bodies”: A Chinese citizen journalist reports on the #coronavirus from Wuhan. https://t.co/4SBQu8rBOa
"🔔In response to the impact of the #coronavirus  #epidemic, #Beijing introduces  ""16"" SPECIAL measures to promote th… https://t.co/HnTNNwF14z"
"Chinese ambassador slams global reaction to #coronavirus as a ""panicked overreaction""
Suspending flights to China i… https://t.co/xk4cmfWEMb"
Chinese company #TencentHoldings have allegedly leaked a govt report showing the actual number of deaths by… https://t.co/TTu7mHhOXH
"@AlessioUrban I mean, #fakenews report that you can beat #coronavirus with either:
- Cocaine
- Whisky (see below)
-… https://t.co/QI8visPKfC"
"Cross-border #HongKong commuters reeling as quarantine plan set to upend lives #coronavirus
#wuhancoronavirus… https://t.co/So2GAQ2r3J"
"#CoronaVirus Latest.
#BreakingNews @guardian @GdnHealthcare @NHSuk 
@PHE_uk #BREAKING #UK https://t.co/jGbfsqqYHT"
How does the new #coronavirus compare with the flu? https://t.co/Gt70yeF0Wd #nCov
All 645 evacuated from #Wuhan and kept in isolation at Army Base and ITBP camps test negative for #coronavirus: Hea… https://t.co/CXn1Px89yG
"A very timely and biblical response to the #coronavirus outbreak from an American pastor in China.

https://t.co/pjoNcmP7U7 #thursdaymorning"
"Chinese embassy slams ""racist"" reports by German magazine over #coronavirus outbreak https://t.co/9lpvuBjgOH
""Epide… https://t.co/0dg0uuE6Wk"
DFA: We already have our DFA team in Wuhan working on the ground to prepare repatriation of OFWs. #nCoV #coronavirus (via @rapplerdotcom)
Zaner Daily #PreciousMetals eNewsletter https://t.co/jss3IhMG1W #Gold firms amid speculation #coronavirus is pushin… https://t.co/r36WhDNrRg
"Face masks are out of stock at every wholesaler, so at my pharmacy, all staff members are advised as follows:
Don’t… https://t.co/yzsMLMUdO1"
‘I Feel Abandoned’: How Residents in #Wuhan Are Coping With #Coronavirus https://t.co/APD90YGiTB
"@UnrulySea 1)The data on flu mortality rates (as per WHO) , is correct. Bird flu of course (H5N1 in 2007 was 60%-im… https://t.co/B90xRn1l5S"
"NAILS IT!!

And dont say ""we"".  Say ""they"".

#coronavirus https://t.co/WMiGX0rc6R"
DFA: Target is February 8 departure and early morning February 9 arrival. But schedule is not fixed. #nCoV #coronavirus (via @rapplerdotcom)
"Britain confirms another case of coronavirus #CoronaOutbreak #coronavirus #coronaviruschina #coronavirusUK
 https://t.co/kteFrTbXjK"
You've all heard about the #coronavirus - but what do we really know about it? #AJStartHere explains https://t.co/eYNuSgLgsX
😭😭😭😭😭 This is heartbreaking.  #coronaviruschina #CoronaOutbreak #ChinaCoronaVirus #coronavirus https://t.co/4fWsVZ0hmQ
American diplomats from China are being quarantined only a few miles away. Delightful. #coronavirus
#Coronavirus: Third case confirmed in the #UK https://t.co/mjgd2tbCvv
How to protect #humans #World from this dangerous #coronavirus ! How it stop to spreading just want to know from @WHO
These protection gears will ensure the safety of our responders to this outbreak. #ncov #ncovph #coronavirus… https://t.co/pclPdVjc9f
[BREAKING NEWS ALERT](DEVELOPING)DFA: This is not a forced repatriation. This is voluntary. We're just waiting on a… https://t.co/pq0CRFpqq7
"Politics of coronavirus: Taiwan, China and WHO #coronavirus #china  https://t.co/sDYpbntH9w"
"BREAKING: 1 new case reported in the UK. 

Total cases in the U.K: 3

#coronavirus"
"In #DailyOh today: Why BJP minister Giriraj Singh must not go to Hong Kong. (No, not because of the #Coronavirus th… https://t.co/kyRi4wUMCr"
@HongKongHermit Please take care.  #CoronaVirus is scary.
#Protection and #Prevention for our frontliners against the 2019-nCov! At the Red Cross Movement Coordination meeti… https://t.co/EsUP4W2xhX
"#Coronavirus |  Tracking the coronavirus  

#CoronavirusOutbreak Live updates: https://t.co/ztP6pLOAWk https://t.co/D3DGPrf2V7"
"Daddy Autocrat Xi's ""humane"" quarantine. lol..   

 ya sure .. treat'em w/ the same ""benevolence"" as he did 
w/… https://t.co/Bkl92W2A05"
Meanwhile in Tokyo...#coronavirus #Tokyo2020 https://t.co/IkynXTK95P
There are no confirmed cases of #Coronavirus at MRH. Someone leaked false info. Don’t believe everything you read https://t.co/w5aeEHXivT
"When, WHEN will we close the borders to people who’ve visited China within the last 14 days, #MattHancock?

1. STOP… https://t.co/Mx7Ngc1cjb"
"@daxa_tw Weird but true, the @BBCNews had nothing about the increase in the passenger numbers who have tested posit… https://t.co/IXOPT57dEo"
"DOH: 2 doctors and 3 nurses are going to Wuhan in China to assist with the repatriation of 45 Filipinos, which is e… https://t.co/GTpSKxukTF"
"Third #coronavirus case confirmed in the UK, Government not giving details on whereabouts which leads me to believe… https://t.co/7LTV4x17bw"
"I have adopted the Tom and Jerry method. Tom=virus, Jerry=me.
PS:should read Whatever #coronavirus does, coronaviru… https://t.co/2vVDQGdfZD"
Breaking: Third patient tests positive for #coronavirus in UK after medics in hazmat suits spotted in York  https://t.co/AhkBDX6Y7r
"Delighted to present this week’s global cover of @TIME on the #wuhan #coronavirus. Many thanks to @thatdanstewart,… https://t.co/Z4Gdi1Nqv2"
"#coronavirus 
Feb. 06, 2020  09:35:02 PM GMT +08:00
Cases: 28,352, Deaths: 565, Cured: 1,387
New Updates:
Germany:… https://t.co/41cxWbQHAs"
@theviralvox How about a US National Wash Your Hands day in response to world wide spread the Corona Virus! That is… https://t.co/3bkifFPqp7
"#WuhanCoronavirusOutbreak, 🇨🇳CCP now worsen that #NorthKorea.
@SolomonYue 
@well_allan 
@hiro_hamakawa 
@Olympics… https://t.co/AfWrEmqPxj"
"#coronavirus #CoronavirusOutbreak what's worrying is Johns Hopkins interactive map launched 1/22 w/444 cases, 17 de… https://t.co/xkJUox0e5J"
"#CorononaVirus is trending.. 🤦🏻‍♂️
wth is coronona? 

Its called Corona Virus

Use this hashtag —&gt; #CoronaVirus https://t.co/FlCOUCygbr"
This #coronavirus is one helluva charade to avoid buying our soybeans. Why couldn’t China just say they don’t like our beans? #MAGA2020
"The couple met seven years ago when Pintu Jana had gone to China for a business deal. #Coronavirus

https://t.co/6bWC0tuwAR"
"@bangkok_airways  @Puttipong

Mr. Puttipong Prasarttong-Osoth
It isn't affecting you? We are requesting for cancell… https://t.co/mdeTmPeozX"
"A third person in the UK has tested positive for #coronavirus, the Department of Health has said https://t.co/qDfM4YNFdi"
Terrific insights here. Read it. #coronavirus #CCP #China https://t.co/GLOj7ukU7j
"DOH: As of Thursday, February 6, 178 patients under investigation, 147 isolated in hospitals, 10 have refused admis… https://t.co/dRqKUgRILa"
UKVI confirms no overstay penalty for students affected by #Coronavirus travel restrictions. Please share the infor… https://t.co/v8Pr8Fann7
#Breaking: Fears grow that a THIRD person in the UK has the killer #coronavirus https://t.co/cZvJyGsZsI https://t.co/mSmIMvDfHp
What Is a Coronavirus? SURVIVE SEE DETAILS AT ==&gt; https://t.co/7rxEenP6tA #virus #coronavirus #sars #flu #china… https://t.co/2ufpQmX8ID
"@BundemaJ @GovUganda @KagutaMuseveni I agree, with @BundemaJ. Political approach, any bureaucratic tendencies &amp; how… https://t.co/a3EWiGcTYd"
*STOP PRESS* On 4th March @TheTripGroup meeting will include an in-depth #coronavirus briefing from the Global Medi… https://t.co/9PkR4ZPAhC
"China halves tariffs on $75 billion worth of US goods, as #coronavirus outbreak escalates https://t.co/rMJlo9NBns"
"Feb 2 Confirmed stood at 15k
Feb 2 Deaths stood at 304

Both those numbers will double today. 

#nCoV19 #coronavirus"
"It only takes one.  Take precautions, protect your families because our governments cannot. #CoronavirusOutbreak… https://t.co/W62WEB7i9z"
@TheHuDas @Uber It's #coronavirus. Use Lyft. Uber is terrible.
It is 24589 not what #China says #coronavirus https://t.co/8xbwNs7pFi
"CHINA'S WUHAN CITY GOVT SAYS ALL RESIDENTS MUST REPORT THEIR BODY TEMPERATURE ONCE PER DAY  
#CoronaVirus"
"Organizers of Tokyo 2020 Olympic &amp; Paralympic Games set up task force to tackle #coronavirus outbreak
Tesla closes… https://t.co/AUqoY10EBl"
Coronavirus latest: Fiat Chrysler on brink of closing first European plant https://t.co/ugMThaLRAe via… https://t.co/XKm8PdpIJe
💭🦠 Six ways #coronavirus will change our world - very interesting article!  https://t.co/cLRIegShrC
Third #coronavirus patient confirmed in the UK
"Come to think of it, China has been extremely lucky to have ducked all global economy disruptions last 40 yrs :
1.… https://t.co/nt8jeAYRRD"
"🤣😅 Time to lighten up a bit.
#CoronaVirusCanada 
#coronavirus
#corononavirus
#onpoli #cdnpoli 
https://t.co/WvrLF0VAuA"
"Do not contract misinformation about #coronavirus, consume evidence-based #coronavirusfacts from this  Interview… https://t.co/UGFofraROW"
@catsfromulthar Iam very sure...Karma is gonna serve them a good platter of what they have been doing so far with p… https://t.co/In6SebRvhy
"A third patient in the UK has tested positive for #coronavirus, Dept. of Health says.

The individual did not acqui… https://t.co/VOb6ZVlLzK"
"A good question:
What are you doing when you're not thinking of #coronavirus ?"
"""Teacher Conducts Class Through Video Chat While Under #Coronavirus Quarantine"" https://t.co/DAxf3Nnm5C"
China energy executives braced for 25% fall in domestic oil demand SEE DETAILS AT ==&gt; https://t.co/n8oWlcKo0x… https://t.co/hOOVTNRZ57
I know we need more resources and supplies but we need HELP! from everybody so please let the world know WUHAN want… https://t.co/wpzpo3iyBb
#Coronavirus has #Americans #rushing to #buy #FaceMasks. That isn’t #necessary. https://t.co/pMm5dNT5pO via… https://t.co/ZPgsgOD17p
Is #coronavirus the ultimate reset button to humanity?
@newlaloy This is a fight between #coronavirus and mankind. Tribute to the health workers who are fighting on the f… https://t.co/3hxMiDZi3R
"China halves tariffs on $75 billion worth of US goods, as coronavirus outbreak escalates SURVIVE SEE DETAILS AT ==&gt;… https://t.co/lMWlueNC0y"
@_AfricanUnion @AfricaCDC Should Take A Lesson From #Coronavirus For Prospective Global Health Emergency and Cordin… https://t.co/RXx45eFVS9
@cnnbrk @BBCBreaking @BreakingNews @ANI @Oneindia @BBCOne @ndtv @ndtvvideos @CBSNews @NBCNews @BBCNews @BBCWorld… https://t.co/dJV98Ex2wp
"#2019nCoV

FOLLOW🔜 @ciulinaru49 👈

#ncov #cov #coronavirus #coronaviruses #corona #virus #viruses #china #chinese… https://t.co/Fqe5sGKNpu"
'The luxury days are gone': life on cruise ship stricken by #coronavirus https://t.co/beEg1U74gG
Pre-release tasting of a 2019 first flush Dianhong Classic. A fascinating black tea. Some recent findings say black… https://t.co/VBzqdmJUxq
"""What is certain is that the Chinese economy is going to grow at a pace far less than the official 6% target throug… https://t.co/Bn9JEeqzyM"
China's demand for face masks is huge and they're proving increasingly hard to find: https://t.co/onDgUyCbSi #Coronavirus
"China Coronavirus: Left alone, disabled boy dies after father put in isolation ward. #China #Wuhan #Coronavirus… https://t.co/GCsmyn24W4"
WSJ: Families in #China are flocking online to search for experimental remedies for #coronavirus despite government… https://t.co/iD37xs3GeT
All looks well in Pennsylvania this morning. No #coronavirus to be found at the @TATravelCenters. Yay https://t.co/aA0Xl04h44
"Approximately 50,000 new coronavirus cases per day happening now in China.  A growing few are tested. #n2019CoV… https://t.co/lZ5iGEB5gV"
Third #coronavirus case confirmed in UK https://t.co/SpipPGxRPQ
"@JHUSystems @japantimes 4) Taiwan halted visas for Hong Kong and Macau https://t.co/c1oWLnTBIw

Canada recommends r… https://t.co/OvObijGOsC"
Analysts say #Chinese smartphone market will hit a bumpy road in Q1 due to the #coronavirus outbreak interrupting f… https://t.co/uLc3pRWiW1
The Mumbai Port Trust (#MbPT) has barred entry to crew or passengers of ships coming from #China or certain other S… https://t.co/pUkNOed49s
“What we are doing today is the responsibility of management to create awareness within our workforce.”… https://t.co/sWR6Xw4Ltq
"Gold has long enjoyed deep cultural significance in Chinese people, which holds the title of the world's largest go… https://t.co/gXCM0VpkbQ"
BREAKING: Third #patient in #UK diagnosed with #coronavirus https://t.co/B4Ccn4toOC via @YouTube
In due course of time world business will have to consider extreme risk of epidemics in China while making investme… https://t.co/4YbJDIDV3s
"UK Chief Medical Office says further patient in the UK has tested positive for coronavirus

#coronavirus"
Looks like my old friend #spanishflu 1918. #coronavirus #WuhanVirus #China #nCoV19 #coronaviruswuhan https://t.co/yuCqH9spon
England's chief medical officer says third person to have tested positive for #coronavirus didn't catch the infecti… https://t.co/bDAq1tI5QE
Third confirmed case of #coronavirus in #UK. https://t.co/yTvTDdzMK5
"#Coronavirus 600 deaths, 20k infected, Wuhan officials 2 weeks late declaring, 1-2% mortality

Vs.
#H1N1 Swine Flu… https://t.co/JU0fJ9waoy"
#Coronavirus Update :  A third patient in the UK has tested positive for the virus. The person did not contract it… https://t.co/iCsgEg7bAG
"@jameschau @WHO @DrTedros @schwartlanderb @DrSenait @doctorsoumya @takeshi_kasai @WHOWPRO #coronavirus
#2019_nCov… https://t.co/jKc3ItCCM1"
Nowcasting &amp; forecasting the potential domestic &amp; international spread of the #2019-nCoV outbreak originating in Wu… https://t.co/ILjCv6z7hM
CCP lying to the world. #coronavirus https://t.co/5ExGCDdfMW
"#Coronavirus #healthtips tips 
#thursdaymorning #ThursdayThoughts #USNavy #USMC #NMCPHC #MHSTFF https://t.co/fznlb8NJpB"
Dear #wahun #China we have just found a direct link between #rhinohorn consumption and the #coronavirus @savetherhino
Incredible investigative journalism on the #coronavirus  by Caixin #Chinese journalism is not dead https://t.co/9ryHScgi5E
"China has dispatched 12 charter flights to fly more than 1,500 stranded #Hubei residents home from overseas followi… https://t.co/tRovBeDwMF"
"Keep yourself always safe from corona virus or any disease by always washing your hands, to avoid getting any dange… https://t.co/W2iZ63mCrC"
@TimesNow @MoHFW_INDIA &gt;&gt;&gt; ZERO #coronavirus for INDIA! Amazing! Same with INDONESIA!
Public health emergency: Managing global workforce during #Coronavirus outbreak. https://t.co/NCwRNGpEdv #osha #laborandemployment
HKers protests along the street in order to urge the HK government to close all the boarders so that it could help… https://t.co/IhGTEqDFYu
"hope we have really found a vaccine for #coronavirus and that is was not a rumor. 

the price patterns in #crudeoil… https://t.co/DboGoy4gh6"
"List of home confinees under the 14-day home quarantine in #HongKong due to #CoronavirusOutbreak #Coronavirus.

https://t.co/lzwF1himNm"
"Can #Coronavirus be contained? Probably not. 

📍 Article by John M. Barry, the author of “The Great Influenza: The… https://t.co/9oM8rkdhOM"
"'Last year, China accounted for 95% of U.S. imports of ibuprofen, 91% of U.S. imports of hydrocortisone, 70% of U.S… https://t.co/iX7YNMaR2u"
"#coronavirus
But it's just the ""flu"" https://t.co/BpMUlWB0n4"
"Satan is the Prince of the Airwaves...
#Coronavirus https://t.co/bcfnK3diIQ"
ALERT: #CoronaVirus End of the Chinese Global Influence &amp; Economic Power as we know it!!! The Plague is just getting Started.....@WHO
The most closely watched story of the year for the toy industry. #toyindustry #coronavirus https://t.co/15bKVtdtSM
The public will have to wait for the results of new drugs to fight the novel #coronavirus. While it might take some… https://t.co/fBm8dyQ2rS
"One for external use, one for internal use. Don't get mixed up.🤣 #beer #drinks #alcohol #spirits #wuhanvirus… https://t.co/XII6OSTDFQ"
"2 newborns among 28,000 coronavirus cases as death toll tops 550 - ABC News - https://t.co/tKseCFjPmh via @ABC… https://t.co/grfGAGhHuR"
With the third person in the UK confirmed to have the #coronavirus they say the chances of contracted the virus is… https://t.co/aygbsV7Cm6
"@TheEconomist Yes, this is a way to protect Hongkongers and most importantly, to protect our medical team members!… https://t.co/hdUCSkgz9E"
@WHO @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO Thats a yes then? #coronavirus https://t.co/kUPjd1UbVk
#CHINA is an #AUTHORITARIAN regime. Isn't it amazing that all of the worlds #pandemic illnesses come from #china.Wh… https://t.co/AzPRhqKUPj
Alberta's Chief Medical Officer of Health will provide a #coronavirus update at 10:15 a.m. Thursday. #abhealth #yeg… https://t.co/nkh4ZUEdhu
"@bopinion Ironic! If the #china gvnt care the state stability, y they secretly create #coronavirus? Develop a bio w… https://t.co/keAPlyhFU5"
"@HemantSorenJMM @JmmJharkhand @JharkhandCMO @BannaGupta76 
Sir humble request from students. Please provide us safe… https://t.co/eOH5xiphsU"
"CNOOC invokes force majeure from coronavirus and won't take delivery of some LNG shipments.

#coronavirus… https://t.co/2DMhB6lSPu"
"Third confirmed case of the #coronavirus in #Britain 

#nCoV2019 

https://t.co/FFWAQs3Dng"
"📌 The #UAE Greeting Preventive Methods against #coronavirus 
- The United Arab Emirates became the first country in… https://t.co/WulbN1MQhW"
How should businesses in #China respond to the novel #coronavirus outbreak? We just published recommendations to co… https://t.co/KYdlGIbbpS
"Cities and provinces in China are fighting for undersupplied masks, there is chaos at the government level as they… https://t.co/N0PwC99ukN"
"Mail From China Won't Spread Coronavirus, Virus Specialists Assure Public : Shots - Health News SEE DETAILS AT ==&gt;… https://t.co/DwpgOrox1K"
#Wuhan nurse: doctors and nurses are dead. Nobody on duty. #coronavirus https://t.co/aAGqCFv3kl via @YouTube
"Big pharma should be focused on finding a drug to prevent and treat the #coronavirus. Instead, they’ve taken a back… https://t.co/NUuY2E0YsS"
The baby has become the youngest person to become infected with #coronavirus https://t.co/MSaYzNJx07
"BREAKING: #Coronavirus UK: A third person has tested positive for the illness, the Department of Health has said."
"Staff at IHK wearing masks, all the chinese people wearing masks. Suddenly I feel sick. Paranoia or something in the air? #coronavirus"
"#BREAKING: Third patient in #UK tests positive for deadly coronavirus 

#coronavirus 🦠
#nCoV2019 #WHO… https://t.co/TQFNGSLWvA"
.@GatesFoundation Boosts #Coronavirus Response by $90 Million https://t.co/YDlkTBQ5t3 #disaserrelief #globalhealth… https://t.co/Zkl1AWSlIc
lmao things must be out of control if they’re putting a mandatory government body temp check #coronavirus https://t.co/SEQ4UYERsX
"As of Feb 5th, 468 UK tests have concluded, of which 466 were confirmed negative &amp; 2 positive.

Information on the… https://t.co/xJTMkbI3N1"
"@BBC_HaveYourSay @BBCWorld @JamesTGallagher Will I get a #coronavirus if I eat a Kung Pao Bat? 
@BBC_HaveYourSay 
#BBCYourQuestions"
"@HobbesMatraca @chrismartenson 330,229,450 alive in the United states today &amp; 12 have #coronavirus.  So, 0.00000036… https://t.co/g5H6cyliVF"
#Wuhan Street Food Market Before #Coronavirus in China https://t.co/Kr93f03hzC #JinxTravel
"Upcoming Feb. 13 @IHSMarkit webinar: ""The #Coronavirus Impact on Shipping- The timing couldn't be worse"" featuring… https://t.co/qxy9h9yBoc"
"BREAKING: #Coronavirus UK: A third person has tested positive for the illness, the Department of Health has said."
Third coronavirus case confirmed in UK #coronavirus  https://t.co/jvSNG9OQtW
"Apparently another ship in Hong Kong with 3 confirmed cases, but given the similarities as the Japan ship I don't s… https://t.co/MscM0ZaLqv"
@cnnbrk @BBCBreaking @BreakingNews @ANI @Oneindia @BBCOne @ndtv @ndtvvideos @CBSNews @NBCNews @BBCNews @BBCWorld… https://t.co/HugZ1TJZ4C
"Complete Coronavirus Mini-Lesson Including Color-Code Diagram, CLOZE Reading Activity, and Exit Ticket.… https://t.co/JRqmDDcCi5"
"Have a plan for #allhazards and especially #coronavirus like out breaks. Includes Hand sanitizer,  gloves, eye prot… https://t.co/0If870FGfS"
"Total number of #coronavirus infected people grown up to 27,602 and death tall reached to 564. No news/ confirmatio… https://t.co/TXRxEBuSkP"
Just for the case you missed it. 🇩🇪 Germany Factory Industrial Orders (important for future industrial production f… https://t.co/zSocxq6BxM
Sneezing or coughing in the office is a crime ...everyone is looking at you sideways #coronavirus #..#allergyseason..😅
@BBCBreaking Third person in UK confirmed as having #coronavirus and they have been taken to a specialist NHS centr… https://t.co/HYeLILCIiU
"Either the world is very negative or I'm very positive. Take the #Coronavirus for example.

You all see a deadly &amp;… https://t.co/YgH369LBQi"
"In very strage turn of events, renowned scientist Frank Plummer who received Saudi SARS #Coronavirus sample and was… https://t.co/azq0rILOmx"
JUST IN: 3 Americans on cruiseship test positive for #Coronavirus. https://t.co/WFJedw35VE
"Those who should have fought bravely on the front line against the epidemic turn out to instigate medical strikes,… https://t.co/Izm1DSKup4"
"Amid Real Fear, Some Good News About Our Understanding Of The Coronavirus 

#Coronavirus #WuhanVirus #WuhanPnemonia 
https://t.co/pZfLTOnG7h"
"Even as the #coronavirus fear dampens the mood at #AutoExpo2020, the industry looks towards a greener future with a… https://t.co/c6ShSHimA4"
"China's #coronavirus crisis deepened with the death toll soaring to 563, as thousands of people trapped on quaranti… https://t.co/FwvcH18bRe"
"""Coronavirus outbreak now a global health emergency"" Cut https://t.co/hbNNDjUbUy #health #Coronavirus"
"""Symptomless spread of new #Coronavirus questioned as outbreak mushrooms"" Beth Mole https://t.co/qrg86mADmd #health"
"I did some research into what we can do to stop Corona, hope it helps!

#satire #ThursdayThoughts #coronavirus… https://t.co/WdH1As0Yhp"
"The Next Generation of #IoT – Addressing the #coronavirus and Preventing Future Outbreaks
https://t.co/8Vk0BlUxVO https://t.co/RB3zOyG9Dj"
Officials are telling people not to overreact to #coronavirus yet this is how they are reacting. https://t.co/afRcEBw7DY
Third person in UK confirmed as having #coronavirus and they have been taken to a specialist NHS centre https://t.co/fMA4CJojJc
"Packed dorms and globe-trotting students are forcing colleges and universities to reckon with the #coronavirus, inc… https://t.co/6dFxdTIJoS"
"#Coronavirus tips 
#thursdaymorning #ThursdayThoughts #USNavy #USMC #NMCPHC #MHSTFF https://t.co/BSgHiyKPw2"
I'm very concerned about the amount of days it's taken to find a 3rd UK person with #coronavirus how many people di… https://t.co/JtHDOFgnKc
🔴 LIVE PODCAST: EXPOSED NEWS on @Spreaker #coronavirus #montalvo #news #radio #talk https://t.co/EycasjOQua
@TESLAcharts #coronavirus prediction : China will announce extension of lockdown by one week more when markets close tomorrow evening....
"A third #coronavirus case in the UK says the CMO in a statement. Not acquired in this country, patient ""being trans… https://t.co/YXriZ7ufrE"
What to think about it? 🤔#coronavirus https://t.co/zRJphXA9qj
"Useful rundown of where the #coronavirus goes from here if it is not contained.

This includes us humans having to… https://t.co/AnyGJcllLB"
"𝗧𝗿𝘂𝗲 𝗼𝗿 𝗳𝗮𝗹𝘀𝗲? People in PA are much more likely to become sick with flu than to be diagnosed with #coronavirus.

𝗧… https://t.co/4SZsPfCg70"
"@BBCNews - Third #coronavirus case confirmed in #UK
https://t.co/AtHu70Rkfw"
"Just in: 3rd person in #York has tested positive for #coronavirus 

#UK #CoronaOutbreak #coronavirusuk"
"Wuhan Coronavirus Looks Increasingly Like a Pandemic, Experts Say SURVIVE SEE DETAILS AT ==&gt;… https://t.co/EgTbeup4yZ"
@APompliano Governments worldwide just had another reason to ban all paper currencies…. #coronavirus
Third #coronavirus case confirmed in #UK https://t.co/5cVm5mokAd
Third person in UK confirmed as having #coronavirus and they have been taken to a specialist NHS centre
Third #coronavirus case confirmed in UK https://t.co/QRjf2aW63o
"New virus detection lab puts into trial operation in Wuhan
#Coronavirus  #ChinaWuHan #Wuhan #WuhanChina 
@who… https://t.co/nTP083zWJb"
That #coronavirus hospital that everyone was so impressed by looks like a prison. How would you like to be treated… https://t.co/I1RizhJKAr
The question is ofcourse how far #coronavirus in some countries is that just don't have the ability to test people… https://t.co/qwwuk1068D
"@howroute Just saw on @SkyNews in the UK, spraying SteralMist https://t.co/A2P55bfoO8 @TOMIMist #coronavirus #coronavirusuk"
Y’all dumbass bitches need to learn how to spell #coronavirus #corononavirus
#Coronavirus : Third confirmed case in UK - Sky News https://t.co/8caFi4ZUBu
#coronavirus #2019nCov  it is very early to make any conclusive statements about what the overall CFR will be for t… https://t.co/8uxr93RYj2
"#BIGNEWS: 645 Indians evacuated from #Wuhan, #China have tested negative for #Coronavirus. https://t.co/PBVCB5w2vf"
"You have to wonder with all the statements about #coronavirus being so ""harmless"" to most people, why the hell a ci… https://t.co/n6qe9xBqmq"
was going to have a Chinese for dinner tonight but #CoronaOutbreak #CoronaVirusCanada #coronavirus makes me think Mexican is safer.
